Name,OBJECTID,LEVEL_,DISTRICT,ADDRESS,CITY,ZIP,TYPE,DESCRIPT,SHAPE_Leng,SHAPE_Area,geometry
Solano Middle School,80,Middle,Vallejo City Unified,1025 Corcoran Ave.,Vallejo,94589,Regular School,Public,4132.11263350000,1047768.70316000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.238057,38.151488 -122.238061,38.151493 -122.238066,38.151498 -122.238069,38.1515 -122.238075,38.151505 -122.238082,38.15151 -122.238089,38.151513 -122.238096,38.151515 -122.238103,38.151518 -122.23811,38.15152 -122.238117,38.151522 -122.238123,38.151523 -122.23813,38.151523 -122.238137,38.151523 -122.238153,38.151523 -122.23817,38.151523 -122.238329,38.15152 -122.238433,38.151516 -122.23845,38.151516 -122.238519,38.151472 -122.238533,38.151472 -122.238545,38.151471 -122.238557,38.15147 -122.23857,38.151469 -122.238582,38.151468 -122.238589,38.151466 -122.238594,38.151464 -122.238601,38.151461 -122.238608,38.151458 -122.238613,38.151456 -122.238618,38.151453 -122.238625,38.15145 -122.23863,38.151447 -122.238636,38.151443 -122.238641,38.15144 -122.238646,38.151436 -122.238651,38.151432 -122.23866,38.151424 -122.238665,38.15142 -122.238934,38.151191 -122.238955,38.151171 -122.238972,38.151157 -122.238988,38.151142 -122.239005,38.151127 -122.239023,38.151113 -122.23904,38.1511 -122.239059,38.151086 -122.239076,38.151072 -122.239095,38.151059 -122.239115,38.151046 -122.239157,38.151004 -122.239176,38.150992 -122.239196,38.150979 -122.239215,38.150967 -122.239235,38.150956 -122.239249,38.150946 -122.23945,38.15079 -122.239485,38.150763 -122.240211,38.151385 -122.240577,38.151673 -122.24117,38.152135 -122.241693,38.152551 -122.24228,38.153017 -122.242271,38.153034 -122.241949,38.153286 -122.241684,38.153489 -122.24135,38.15376 -122.241281,38.15381 -122.241237,38.153841 -122.241175,38.153884 -122.241118,38.153922 -122.241065,38.153956 -122.240996,38.154 -122.240964,38.15402 -122.240929,38.154039 -122.24064,38.15419 -122.240565,38.154217 -122.24038,38.154291 -122.240097,38.154393 -122.239807,38.154489 -122.239596,38.154541 -122.239493,38.154558 -122.239231,38.154601 -122.239058,38.154622 -122.238925,38.154633 -122.238545,38.154663 -122.238525,38.154663 -122.238506,38.154663 -122.238492,38.154662 -122.238478,38.154655 -122.238463,38.154645 -122.238444,38.15463 -122.238433,38.154613 -122.238417,38.154582 -122.238403,38.154488 -122.238388,38.154373 -122.238329,38.153963 -122.238264,38.153487 -122.238227,38.153148 -122.238174,38.15265 -122.238132,38.152147 -122.238057,38.151488</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Robert Semple Elementary School,81,Primary,Benicia Unified,2015 E. Third St.,Benicia,94510,Regular School,Public,2458.75079312000,387794.87520100002,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.147966,38.060026 -122.1479,38.059995 -122.147893,38.059992 -122.147745,38.059924 -122.147605,38.059861 -122.14744,38.059787 -122.147291,38.059718 -122.147136,38.059641 -122.146974,38.059572 -122.146818,38.059505 -122.146663,38.059434 -122.146513,38.059367 -122.146333,38.059288 -122.146764,38.058712 -122.14702,38.058365 -122.147386,38.057875 -122.147466,38.057767 -122.147473,38.057758 -122.147481,38.057752 -122.147493,38.05775 -122.147506,38.057751 -122.147524,38.057757 -122.147942,38.057964 -122.148303,38.058126 -122.148494,38.058218 -122.149029,38.058461 -122.149114,38.058512 -122.149135,38.058528 -122.149152,38.058547 -122.149163,38.058569 -122.149169,38.058593 -122.149168,38.058622 -122.149165,38.058652 -122.149144,38.05874 -122.149124,38.058785 -122.148281,38.059939 -122.148155,38.060098 -122.147966,38.060026</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Liberty High School,82,High,Benicia Unified,350 East K St.,Benicia,94510,Other Alternative School,Public,2714.11809070000,275858.82890299999,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.149056,38.049671 -122.149283,38.049368 -122.149432,38.049438 -122.149484,38.049369 -122.149472,38.049296 -122.149684,38.049014 -122.150278,38.049305 -122.150476,38.04942 -122.15058,38.049489 -122.150768,38.049584 -122.15097,38.049666 -122.151191,38.049712 -122.152586,38.050352 -122.152097,38.051042 -122.151003,38.050554 -122.150982,38.050544 -122.150969,38.050527 -122.150963,38.050514 -122.15096,38.050506 -122.150958,38.050497 -122.150955,38.050488 -122.150954,38.050479 -122.150952,38.050471 -122.150951,38.050462 -122.15095,38.050453 -122.15095,38.050444 -122.15095,38.050435 -122.150948,38.05043 -122.150946,38.050425 -122.150943,38.050421 -122.150941,38.050416 -122.150938,38.050411 -122.150935,38.050407 -122.150932,38.050402 -122.150928,38.050398 -122.150925,38.050394 -122.150921,38.05039 -122.150917,38.050386 -122.150913,38.050382 -122.150909,38.050378 -122.150904,38.050374 -122.1509,38.05037 -122.150895,38.050367 -122.15089,38.050364 -122.150885,38.05036 -122.15088,38.050357 -122.150874,38.050354 -122.150869,38.050352 -122.150863,38.050349 -122.150858,38.050347 -122.150852,38.050344 -122.150846,38.050342 -122.15084,38.05034 -122.150834,38.050338 -122.150828,38.050337 -122.150822,38.050335 -122.150815,38.050334 -122.150809,38.050333 -122.150803,38.050332 -122.150796,38.050331 -122.15079,38.05033 -122.150783,38.05033 -122.150777,38.05033 -122.15077,38.05033 -122.150764,38.05033 -122.150759,38.050331 -122.150753,38.050332 -122.150747,38.050333 -122.150741,38.050334 -122.150736,38.050335 -122.15073,38.050336 -122.150724,38.050338 -122.150719,38.05034 -122.150713,38.050341 -122.150708,38.050343 -122.150703,38.050346 -122.150698,38.050348 -122.150693,38.05035 -122.150688,38.050353 -122.150683,38.050356 -122.150678,38.050358 -122.150674,38.050361 -122.150669,38.050364 -122.150665,38.050368 -122.150648,38.050381 -122.150641,38.05039 -122.149644,38.049938 -122.149651,38.049929 -122.149662,38.049914 -122.149666,38.049887 -122.149667,38.049882 -122.149667,38.049877 -122.149667,38.049871 -122.149667,38.049866 -122.149667,38.049861 -122.149666,38.049855 -122.149665,38.04985 -122.149664,38.049845 -122.149663,38.04984 -122.149661,38.049834 -122.14966,38.049829 -122.149658,38.049824 -122.149656,38.049819 -122.149653,38.049814 -122.149651,38.049809 -122.149648,38.049804 -122.149645,38.049799 -122.149642,38.049795 -122.149638,38.04979 -122.149635,38.049787 -122.149632,38.049783 -122.149629,38.04978 -122.149626,38.049776 -122.149622,38.049773 -122.149619,38.04977 -122.149615,38.049767 -122.149611,38.049764 -122.149607,38.049761 -122.149603,38.049758 -122.149598,38.049756 -122.149594,38.049753 -122.149589,38.049751 -122.149585,38.049748 -122.14958,38.049746 -122.149575,38.049744 -122.149571,38.049743 -122.149566,38.049741 -122.149561,38.049739 -122.149556,38.049738 -122.14955,38.049736 -122.149545,38.049735 -122.14954,38.049734 -122.149535,38.049733 -122.149529,38.049733 -122.149524,38.049732 -122.149519,38.049732 -122.149513,38.049731 -122.149508,38.049731 -122.149502,38.049731 -122.149497,38.049731 -122.149492,38.049731 -122.149486,38.049732 -122.149481,38.049732 -122.149476,38.049733 -122.14947,38.049734 -122.149465,38.049735 -122.14946,38.049736 -122.149455,38.049738 -122.14945,38.049739 -122.149445,38.049741 -122.14944,38.049742 -122.149435,38.049744 -122.14941,38.049755 -122.149385,38.049766 -122.149361,38.049777 -122.149332,38.049781 -122.149293,38.049779 -122.149056,38.049671</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Jean Callison Elementary School,83,Primary,Vacaville Unified,6261 Vanden Road,Vacaville,95687,Regular School,Public,2366.49517391000,326198.02320900001,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.943607,38.343971 -121.943429,38.343956 -121.943243,38.343946 -121.94305,38.343915 -121.942842,38.34387 -121.942854,38.343841 -121.943068,38.343306 -121.943169,38.343014 -121.9432,38.342878 -121.943241,38.342716 -121.943266,38.342572 -121.943311,38.34208 -121.944671,38.342111 -121.944814,38.342114 -121.944849,38.343962 -121.944432,38.343856 -121.944186,38.343902 -121.943981,38.343973 -121.943809,38.343982 -121.943694,38.343976 -121.943607,38.343971</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Vanden High School,98,High,Travis Unified,2951 Markley Lane,Fairfield,94533,Regular School,Public,5874.31307420000,1981077.23720999990,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.960499,38.280416 -121.961492,38.280417 -121.961496,38.280105 -121.961609,38.280073 -121.961658,38.280013 -121.961654,38.279717 -121.961496,38.279717 -121.961501,38.279567 -121.96379,38.279588 -121.964338,38.279579 -121.964347,38.279579 -121.96617,38.279594 -121.96617,38.279854 -121.966167,38.279916 -121.966165,38.280207 -121.966162,38.28049 -121.966163,38.280568 -121.966161,38.280786 -121.966161,38.28083 -121.966156,38.281121 -121.96615,38.281184 -121.966147,38.281453 -121.966143,38.281722 -121.966146,38.281807 -121.966132,38.282053 -121.966133,38.282164 -121.966138,38.283146 -121.966033,38.283144 -121.960503,38.28304 -121.960499,38.280416</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Travis Education Center High School,100,High,Travis Unified,2775 DeRonde Drive,Fairfield,94533,Other Alternative School,Public,1268.05935856000,69816.58819790000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.961078,38.280416 -121.961081,38.280002 -121.960499,38.280001 -121.960498,38.279558 -121.961501,38.279567 -121.961496,38.279717 -121.961654,38.279717 -121.961658,38.280013 -121.961609,38.280073 -121.961496,38.280105 -121.961492,38.280417 -121.961078,38.280416</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Oakbrook Elementary School,104,Primary,Fairfield-Suisun Unified,700 Oakbrook Dr.,Fairfield,94534,Regular School,Public,2373.58382641000,260800.14910300000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.142405,38.192892 -122.142818,38.190651 -122.142825,38.190654 -122.142832,38.190658 -122.142839,38.190662 -122.142842,38.190665 -122.142848,38.190669 -122.142851,38.190673 -122.142856,38.190678 -122.14286,38.190683 -122.142863,38.190688 -122.142865,38.190693 -122.142868,38.190698 -122.142899,38.190741 -122.142911,38.19077 -122.142925,38.1908 -122.142943,38.190832 -122.142957,38.190861 -122.142965,38.190868 -122.142981,38.190897 -122.142998,38.190926 -122.143015,38.190954 -122.143033,38.190982 -122.143052,38.19101 -122.143189,38.191174 -122.143213,38.191199 -122.143238,38.191224 -122.143262,38.191249 -122.143279,38.191267 -122.143292,38.191288 -122.143295,38.191294 -122.143321,38.191318 -122.143347,38.191342 -122.143375,38.191365 -122.143403,38.191388 -122.143431,38.19141 -122.143459,38.191432 -122.143489,38.191454 -122.143518,38.191475 -122.143554,38.191495 -122.143585,38.191515 -122.143615,38.191536 -122.143646,38.191555 -122.143679,38.191574 -122.14371,38.191593 -122.144171,38.19183 -122.144186,38.191835 -122.144206,38.191839 -122.14423,38.191845 -122.144427,38.191935 -122.144491,38.191966 -122.144511,38.191989 -122.144521,38.192006 -122.144521,38.192035 -122.144515,38.192062 -122.144491,38.192097 -122.144313,38.192309 -122.144291,38.192332 -122.144269,38.192346 -122.144249,38.19235 -122.144198,38.192365 -122.144171,38.192379 -122.144146,38.192398 -122.144128,38.192424 -122.144117,38.19246 -122.144121,38.192506 -122.144145,38.192544 -122.144182,38.192572 -122.144198,38.192578 -122.144039,38.192758 -122.144036,38.192755 -122.144031,38.192752 -122.144026,38.19275 -122.14402,38.192747 -122.144015,38.192744 -122.14401,38.192742 -122.144005,38.192739 -122.143999,38.192737 -122.143994,38.192734 -122.143989,38.192732 -122.143984,38.19273 -122.143979,38.192728 -122.143973,38.192726 -122.143968,38.192724 -122.143963,38.192722 -122.143958,38.19272 -122.143951,38.192718 -122.143945,38.192716 -122.14394,38.192715 -122.143935,38.192713 -122.143928,38.192712 -122.143923,38.19271 -122.143918,38.192709 -122.143911,38.192708 -122.143905,38.192707 -122.143898,38.192705 -122.143893,38.192704 -122.143888,38.192704 -122.143881,38.192703 -122.143876,38.192702 -122.143869,38.192701 -122.143864,38.192701 -122.143857,38.1927 -122.143851,38.1927 -122.143846,38.1927 -122.143839,38.192699 -122.143834,38.192699 -122.143827,38.192699 -122.143822,38.192699 -122.143815,38.192699 -122.14381,38.192699 -122.143803,38.1927 -122.143798,38.1927 -122.143791,38.1927 -122.143785,38.192701 -122.143778,38.192702 -122.143773,38.192703 -122.143768,38.192703 -122.143761,38.192704 -122.143756,38.192705 -122.143749,38.192706 -122.143744,38.192707 -122.143738,38.192708 -122.143731,38.192709 -122.143726,38.192711 -122.143721,38.192712 -122.143711,38.192715 -122.143399,38.19279 -122.143009,38.192888 -122.142571,38.192941 -122.142405,38.192892</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Scandia Elementary School,107,Primary,Travis Unified,100 Broadway,Travis AFB,94535,Regular School,Public,2402.39857598000,326196.68168500002,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.944907,38.274748 -121.947102,38.276095 -121.946778,38.276385 -121.944074,38.276381 -121.94399,38.276118 -121.943995,38.275686 -121.944907,38.274748</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Travis Elementary School,108,Primary,Travis Unified,100 Hickam Ave.,Travis AFB,94535,Regular School,Public,2992.28491383000,521658.72662999999,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.957718,38.268843 -121.957672,38.271433 -121.95574,38.271398 -121.955797,38.268812 -121.957718,38.268843</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Loma Vista Elementary School,116,Primary,Vallejo City Unified,146 Rainier St.,Vallejo,94589,Regular School,Public,3040.48739421000,432160.42830899998,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.240739,38.149765 -122.240934,38.149609 -122.240991,38.149564 -122.241113,38.14946 -122.24112,38.149454 -122.241206,38.149405 -122.241215,38.1494 -122.241222,38.149394 -122.241229,38.149388 -122.241236,38.149382 -122.241243,38.149378 -122.24125,38.149372 -122.241534,38.149149 -122.241663,38.14905 -122.242044,38.149336 -122.242664,38.149824 -122.24349,38.150463 -122.244486,38.151259 -122.244489,38.15127 -122.244483,38.15128 -122.244477,38.151288 -122.244462,38.151303 -122.244068,38.151606 -122.243901,38.151738 -122.243684,38.151905 -122.24357,38.15199 -122.243174,38.151678 -122.242564,38.151202 -122.24171,38.150527 -122.240739,38.149765</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Elsa Widenmann Elementary School,117,Primary,Vallejo City Unified,100 Whitney Dr.,Vallejo,94589,Regular School,Public,4073.05807899000,835925.29673199996,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.242818,38.148152 -122.242785,38.148101 -122.242752,38.148079 -122.242612,38.147855 -122.242598,38.14782 -122.242575,38.147764 -122.242587,38.147763 -122.242604,38.147761 -122.242632,38.147753 -122.242645,38.147749 -122.242657,38.147743 -122.242678,38.147729 -122.242718,38.147701 -122.242736,38.147679 -122.242738,38.147669 -122.24274,38.147657 -122.24274,38.14765 -122.242738,38.147615 -122.242736,38.147607 -122.242729,38.147593 -122.242724,38.147583 -122.242716,38.14757 -122.24271,38.147562 -122.242706,38.14755 -122.242703,38.147534 -122.2427,38.147517 -122.2427,38.147497 -122.242702,38.147432 -122.242708,38.147323 -122.242717,38.147177 -122.242723,38.147055 -122.242727,38.146994 -122.242735,38.146959 -122.242741,38.146938 -122.242778,38.146836 -122.242813,38.146745 -122.243109,38.146473 -122.243212,38.146498 -122.243263,38.146504 -122.244178,38.14674 -122.245209,38.147006 -122.245769,38.14715 -122.24577,38.14715 -122.245771,38.14715 -122.245772,38.147151 -122.245773,38.147151 -122.245774,38.147151 -122.245775,38.147151 -122.245776,38.147152 -122.245777,38.147152 -122.245778,38.147152 -122.245779,38.147153 -122.24578,38.147153 -122.245781,38.147153 -122.245782,38.147154 -122.245782,38.147154 -122.245783,38.147155 -122.245784,38.147155 -122.245785,38.147156 -122.245786,38.147157 -122.245786,38.147157 -122.245787,38.147158 -122.245788,38.147158 -122.245788,38.147159 -122.245789,38.14716 -122.24579,38.14716 -122.24579,38.147161 -122.245791,38.147162 -122.245791,38.147162 -122.245792,38.147163 -122.245792,38.147164 -122.245792,38.147165 -122.245793,38.147166 -122.245793,38.147166 -122.245793,38.147167 -122.245794,38.147168 -122.245794,38.147169 -122.245794,38.147169 -122.245794,38.14717 -122.245794,38.147171 -122.245795,38.147172 -122.245795,38.147173 -122.245795,38.147174 -122.245795,38.147174 -122.245795,38.147175 -122.245794,38.147176 -122.245794,38.147177 -122.245794,38.147178 -122.245794,38.147179 -122.245794,38.147179 -122.245793,38.14718 -122.245793,38.147181 -122.245793,38.147182 -122.245792,38.147182 -122.245792,38.147183 -122.245792,38.147184 -122.245791,38.147185 -122.245791,38.147185 -122.24579,38.147186 -122.245789,38.147187 -122.245789,38.147187 -122.245765,38.147248 -122.245742,38.147312 -122.245713,38.147401 -122.245609,38.147627 -122.245587,38.147736 -122.245566,38.147846 -122.245549,38.147956 -122.245534,38.148066 -122.245517,38.148212 -122.245512,38.148279 -122.245507,38.148347 -122.245502,38.148414 -122.2455,38.148481 -122.245501,38.148548 -122.245501,38.148616 -122.245505,38.148704 -122.245508,38.148785 -122.245516,38.148866 -122.245523,38.148947 -122.245534,38.149028 -122.245544,38.149109 -122.245559,38.14919 -122.245573,38.14927 -122.24559,38.14935 -122.24561,38.14943 -122.245629,38.14951 -122.245652,38.149589 -122.245677,38.149652 -122.245707,38.14974 -122.245734,38.149817 -122.245761,38.149914 -122.245789,38.149983 -122.245817,38.15005 -122.245847,38.150118 -122.245878,38.150186 -122.245912,38.150253 -122.245947,38.150319 -122.245987,38.150391 -122.245988,38.150393 -122.245989,38.150395 -122.24599,38.150397 -122.24599,38.1504 -122.245991,38.150402 -122.245991,38.150405 -122.245991,38.150407 -122.245991,38.150409 -122.245991,38.150412 -122.245991,38.150414 -122.245991,38.150416 -122.245991,38.150419 -122.24599,38.150421 -122.24599,38.150424 -122.245989,38.150426 -122.245988,38.150428 -122.245987,38.150431 -122.245987,38.150433 -122.245986,38.150435 -122.245984,38.150437 -122.245983,38.150439 -122.245982,38.150442 -122.24598,38.150444 -122.245979,38.150446 -122.245977,38.150448 -122.245976,38.15045 -122.245974,38.150452 -122.245972,38.150454 -122.24597,38.150455 -122.245968,38.150457 -122.245966,38.150459 -122.245964,38.150461 -122.245961,38.150462 -122.245959,38.150464 -122.245957,38.150465 -122.245709,38.150556 -122.245543,38.150625 -122.245416,38.150526 -122.244984,38.150186 -122.244541,38.149822 -122.244046,38.149441 -122.243572,38.149037 -122.243129,38.148559 -122.242818,38.148152</coordinates></LinearRing></outerBoundaryIs></Polygon>"
M.I.T.  Academy,118,Combined,Charter School,2 Positive Place,Vallejo,94589,Charter School,Public,3190.89133245000,456909.78183599998,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.242818,38.148152 -122.243129,38.148559 -122.243572,38.149037 -122.244046,38.149441 -122.244541,38.149822 -122.244984,38.150186 -122.245416,38.150526 -122.245543,38.150625 -122.245491,38.150647 -122.245382,38.150702 -122.245293,38.150745 -122.245211,38.150791 -122.24506,38.150877 -122.244989,38.150919 -122.244935,38.150956 -122.24485,38.151005 -122.244791,38.15105 -122.244724,38.151095 -122.244663,38.151137 -122.244607,38.151177 -122.244548,38.151217 -122.244486,38.151259 -122.24349,38.150463 -122.242664,38.149824 -122.242044,38.149336 -122.241663,38.14905 -122.241696,38.149023 -122.241885,38.148868 -122.241909,38.148848 -122.242056,38.148738 -122.24221,38.148611 -122.242238,38.148589 -122.242447,38.148432 -122.242521,38.148373 -122.242818,38.148152</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Mare Island Elementary School,128,Primary,Vallejo City Unified,400 Rickover St.,Vallejo,94592,Regular School,Public,2409.29911223000,267186.34026400000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.274573,38.094597 -122.274851,38.09489 -122.275115,38.095151 -122.275678,38.095641 -122.275706,38.095755 -122.275685,38.095903 -122.275147,38.095902 -122.274565,38.095758 -122.274342,38.095796 -122.274265,38.095786 -122.273107,38.09637 -122.272531,38.095749 -122.274573,38.094597</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Cordelia Hills Elementary School,129,Elementary,Fairfield-Suisun Unified,4770 Canyon Hills Drive,Fairfield,94534,Regular School,Public,2682.63896300000,442898.39461299998,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.131612,38.168925 -122.131708,38.168882 -122.131838,38.168898 -122.131994,38.168817 -122.13209,38.168732 -122.132111,38.168714 -122.132454,38.168434 -122.13285,38.168692 -122.133775,38.169276 -122.133699,38.169349 -122.133468,38.169662 -122.133318,38.169926 -122.132978,38.170548 -122.132722,38.171024 -122.132713,38.171038 -122.132706,38.171053 -122.132697,38.171067 -122.132689,38.171082 -122.13268,38.171096 -122.132671,38.17111 -122.132661,38.171124 -122.132652,38.171138 -122.132642,38.171151 -122.13262,38.171192 -122.132574,38.171251 -122.132196,38.171075 -122.132133,38.171045 -122.132012,38.170926 -122.131885,38.170802 -122.131783,38.170703 -122.131689,38.170608 -122.131586,38.17051 -122.131487,38.170414 -122.131386,38.170322 -122.131293,38.170228 -122.131187,38.170131 -122.131108,38.170052 -122.131024,38.169915 -122.131005,38.169864 -122.131017,38.169815 -122.131059,38.169744 -122.131132,38.169642 -122.131279,38.16949 -122.131418,38.169363 -122.131498,38.169226 -122.131518,38.169093 -122.131612,38.168925</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Rolling Hills Elementary School,130,Elementary,Fairfield-Suisun Unified,2025 Fieldcrest Avenue,Fairfield,94534,Regular School,Public,2464.77948335000,366654.30401600001,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.042139,38.289864 -122.042696,38.289744 -122.042724,38.290356 -122.042825,38.290659 -122.043298,38.291179 -122.043099,38.291327 -122.042887,38.291458 -122.042709,38.291626 -122.042538,38.291782 -122.042357,38.291935 -122.041249,38.291368 -122.041088,38.291289 -122.041054,38.29127 -122.041021,38.291251 -122.040987,38.291231 -122.040956,38.291211 -122.040923,38.291191 -122.040892,38.29117 -122.040862,38.291149 -122.040831,38.291127 -122.040801,38.291105 -122.04077,38.291082 -122.040695,38.291013 -122.040635,38.290955 -122.040623,38.290941 -122.040601,38.290914 -122.040576,38.290888 -122.040552,38.290861 -122.040529,38.290834 -122.040508,38.290807 -122.040455,38.290742 -122.040436,38.290714 -122.040401,38.290672 -122.040383,38.290634 -122.040379,38.290626 -122.040378,38.290621 -122.040375,38.290612 -122.040374,38.290604 -122.040374,38.290595 -122.040376,38.290589 -122.040378,38.290584 -122.040379,38.290578 -122.040383,38.290572 -122.040388,38.290564 -122.040395,38.290556 -122.040404,38.290549 -122.040411,38.290544 -122.041303,38.290152 -122.041376,38.290121 -122.041451,38.290091 -122.041526,38.290062 -122.041601,38.290034 -122.041678,38.290007 -122.041754,38.289981 -122.041904,38.289932 -122.041982,38.289909 -122.042061,38.289886 -122.042139,38.289864</coordinates></LinearRing></outerBoundaryIs></Polygon>"
David A. Weir Elementary School,131,Elementary,Fairfield-Suisun Unified,1975 Pennsylvania Avenue,Fairfield,94533,Regular School,Public,2546.21369420000,394097.68453400000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.052005,38.266317 -122.051793,38.266315 -122.051586,38.266317 -122.051379,38.266317 -122.051169,38.266313 -122.050958,38.266308 -122.050925,38.266308 -122.050702,38.266302 -122.050482,38.266307 -122.050264,38.266309 -122.050014,38.26631 -122.050015,38.265649 -122.050011,38.264943 -122.050017,38.264928 -122.050025,38.264917 -122.050038,38.264906 -122.050053,38.264896 -122.050071,38.264889 -122.05009,38.264887 -122.050107,38.264885 -122.05021,38.264879 -122.050349,38.264878 -122.050823,38.264874 -122.051788,38.264873 -122.05263,38.264854 -122.052631,38.264918 -122.052627,38.265074 -122.052625,38.265247 -122.052625,38.265413 -122.052627,38.265576 -122.052631,38.265749 -122.052636,38.265916 -122.052635,38.266078 -122.052637,38.266242 -122.052639,38.266316 -122.052423,38.266319 -122.052206,38.266318 -122.052005,38.266317</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Country High School,148,High,Vacaville Unified,100 McClellan Street,Vacaville,95688,Other Alternative School,Public,1336.22672618000,88546.58048670000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.983926,38.358658 -121.98327,38.358659 -121.983246,38.358162 -121.983197,38.357483 -121.983197,38.357475 -121.983198,38.357467 -121.983199,38.357459 -121.983201,38.357451 -121.983203,38.357444 -121.983205,38.357436 -121.983207,38.357428 -121.98321,38.357421 -121.983213,38.357413 -121.983217,38.357406 -121.983221,38.357399 -121.983225,38.357392 -121.983229,38.357385 -121.983234,38.357378 -121.983239,38.357371 -121.983244,38.357364 -121.98325,38.357358 -121.983256,38.357351 -121.983262,38.357345 -121.98383,38.357293 -121.983819,38.357884 -121.983938,38.358344 -121.983926,38.358658</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Green Valley Middle School,150,Middle,Fairfield-Suisun Unified,1350 Gold Hill Road,Fairfield,94534,Regular School,Public,7823.08609892000,2004659.43037000000,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.136861,38.174855 -122.136842,38.174815 -122.136821,38.174774 -122.136804,38.174733 -122.136786,38.174692 -122.136769,38.174651 -122.136753,38.174609 -122.136739,38.174567 -122.136727,38.174525 -122.136713,38.174483 -122.136701,38.174441 -122.13669,38.174398 -122.13668,38.174355 -122.136671,38.174312 -122.136662,38.174269 -122.136655,38.174227 -122.13665,38.174183 -122.136645,38.17414 -122.136637,38.174114 -122.136627,38.174096 -122.136611,38.174057 -122.136614,38.173966 -122.136904,38.173967 -122.13718,38.173962 -122.137421,38.173962 -122.137601,38.173961 -122.137771,38.173957 -122.137957,38.173952 -122.138141,38.173948 -122.138327,38.173944 -122.138505,38.173943 -122.138689,38.173939 -122.138875,38.17394 -122.139058,38.173937 -122.139233,38.17394 -122.13947,38.173938 -122.139589,38.173943 -122.139596,38.173787 -122.139589,38.173676 -122.13952,38.17358 -122.139353,38.173479 -122.13933,38.173413 -122.139304,38.17272 -122.139304,38.172703 -122.139304,38.172685 -122.139302,38.172668 -122.139302,38.17265 -122.139301,38.172633 -122.139299,38.172616 -122.139297,38.172598 -122.139294,38.172581 -122.139292,38.172564 -122.139281,38.172505 -122.139345,38.172486 -122.139331,38.172434 -122.139241,38.172428 -122.139236,38.172414 -122.13923,38.172399 -122.139223,38.172385 -122.139218,38.17237 -122.139211,38.172356 -122.139204,38.172342 -122.139197,38.172328 -122.139188,38.172314 -122.139181,38.1723 -122.139173,38.172286 -122.139164,38.172273 -122.139154,38.172257 -122.138716,38.17166 -122.138702,38.171641 -122.138686,38.171623 -122.13867,38.171604 -122.138655,38.171586 -122.138639,38.171568 -122.138621,38.17155 -122.138604,38.171532 -122.138587,38.171515 -122.138569,38.171498 -122.13855,38.171481 -122.138531,38.171462 -122.138505,38.171441 -122.138469,38.171404 -122.142338,38.172264 -122.142187,38.174855 -122.141199,38.174846 -122.1403,38.175222 -122.140061,38.175225 -122.140019,38.175407 -122.139972,38.175626 -122.139959,38.175702 -122.140104,38.176136 -122.140825,38.176609 -122.140941,38.176786 -122.140966,38.176825 -122.141014,38.176897 -122.141041,38.177037 -122.141073,38.177312 -122.139373,38.177986 -122.139232,38.178065 -122.139194,38.178019 -122.139116,38.177921 -122.138193,38.176806 -122.137794,38.176354 -122.137537,38.176026 -122.137397,38.175833 -122.137192,38.175493 -122.137068,38.175259 -122.1369,38.174925 -122.136861,38.174855</coordinates></LinearRing></outerBoundaryIs></Polygon>"
